node_id,node_type,title,aliases,status,year,paper_type,availability,paper_key,doi,url,source_note
Papers/Research/2021 - Defect-GAN High-Fidelity Defect Synthesis for Automated Defect Inspection,Papers,Defect-GAN: High-Fidelity Defect Synthesis for Automated Defect Inspection,Defect-GAN,processed,2021,research,,sha256:1babf23e0b2b520e4f08ce2b39eac2d3f6b6f1c8572f02d30503b34d80ec22e3,,,Papers/Research/2021 - Defect-GAN High-Fidelity Defect Synthesis for Automated Defect Inspection.md
Papers/Research/2021 - FastFlow Unsupervised Anomaly Detection and Localization via 2D Normalizing Flows,Papers,FastFlow: Unsupervised Anomaly Detection and Localization via 2D Normalizing Flows,FastFlow,processed,2021,research,,arxiv:2111.07677,,https://arxiv.org/abs/2111.07677,Papers/Research/2021 - FastFlow Unsupervised Anomaly Detection and Localization via 2D Normalizing Flows.md
Papers/Research/2021 - Generative Adversarial Networks for Data Augmentation in Structural Adhesive Inspection,Papers,Generative Adversarial Networks for Data Augmentation in Structural Adhesive Inspection,GANs for Data Augmentation in Structural Adhesive Inspection,processed,2021,research,,sha256:130a402382d6f28756db7bd320aa38d95cfacc37e733fdc6566bba05c6a932bf,10.3390/app11073086,https://www.mdpi.com/2076-3417/11/7/3086,Papers/Research/2021 - Generative Adversarial Networks for Data Augmentation in Structural Adhesive Inspection.md
Papers/Research/2021 - Mixed Supervision for Surface-Defect Detection From Weakly to Fully Supervised Learning,Papers,Mixed Supervision for Surface-Defect Detection: From Weakly to Fully Supervised Learning,Mixed Supervision for Surface-Defect Detection,processed,2021,research,,arxiv:2104.06064,,https://arxiv.org/abs/2104.06064,Papers/Research/2021 - Mixed Supervision for Surface-Defect Detection From Weakly to Fully Supervised Learning.md
Papers/Research/2021 - Multiple Granularities Generative Adversarial Network for Recognition of Wafer Map Defects,Papers,Multiple Granularities Generative Adversarial Network for Recognition of Wafer Map Defects,MGGAN | MG-GAN,processed,2021,research,,doi:10.1109/tii.2021.3092372,10.1109/TII.2021.3092372,https://doi.org/10.1109/TII.2021.3092372,Papers/Research/2021 - Multiple Granularities Generative Adversarial Network for Recognition of Wafer Map Defects.md
Papers/Research/2021 - Self-Supervised Learning for Anomaly Detection With Dynamic Local Augmentation,Papers,Self-Supervised Learning for Anomaly Detection With Dynamic Local Augmentation,Self-Supervised Learning for Anomaly Detection With Dynamic Local Augmentation,processed,2021,research,,doi:10.1109/access.2021.3124525,10.1109/access.2021.3124525,https://doi.org/10.1109/access.2021.3124525,Papers/Research/2021 - Self-Supervised Learning for Anomaly Detection With Dynamic Local Augmentation.md
Papers/Research/2021 - SIGAN A Novel Image Generation Method for Solar Cell Defect Segmentation and Augmentation,Papers,SIGAN: A Novel Image Generation Method for Solar Cell Defect Segmentation and Augmentation,SIGAN: A Novel Image Generation Method for Solar Cell Defect Segmentation and Augmentation,processed,2021,research,,arxiv:2104.04953,,https://arxiv.org/abs/2104.04953,Papers/Research/2021 - SIGAN A Novel Image Generation Method for Solar Cell Defect Segmentation and Augmentation.md
Papers/Research/2021 - Simulation-Based Data Augmentation for Quality Inspection of Structural Adhesive,Papers,Simulation-Based Data Augmentation for the Quality Inspection of Structural Adhesive With Deep Learning,Simulation-Based Data Augmentation for Structural Adhesive Inspection,processed,2021,research,,doi:10.1109/access.2021.3082690,10.1109/ACCESS.2021.3082690,https://doi.org/10.1109/ACCESS.2021.3082690,Papers/Research/2021 - Simulation-Based Data Augmentation for Quality Inspection of Structural Adhesive.md
Papers/Research/2021 - Synthetic Data Generation for Steel Defect Detection and Classification Using Deep Learning,Papers,Synthetic Data Generation for Steel Defect Detection and Classification Using Deep Learning,Synthetic Data Generation for Steel Defect Detection and Classification Using Deep Learning,processed,2021,research,,sha256:9b7bdc5bc7142edfb4c9aef06d2508b05a4af423f38fa101878ba7fbe3c3a560,10.3390/sym13071176,https://doi.org/10.3390/sym13071176,Papers/Research/2021 - Synthetic Data Generation for Steel Defect Detection and Classification Using Deep Learning.md
Papers/Research/2021 - Synthetic Image Data Augmentation for Fibre Layup Inspection Processes,Papers,Synthetic image data augmentation for fibre layup inspection processes: Techniques to enhance the data set,Synthetic image data augmentation for fibre layup inspection processes,processed,2021,research,,doi:10.1007/s10845-021-01738-7,10.1007/s10845-021-01738-7,https://doi.org/10.1007/s10845-021-01738-7,Papers/Research/2021 - Synthetic Image Data Augmentation for Fibre Layup Inspection Processes.md
Papers/Research/2022 - A Model for Surface Defect Detection of Industrial Products Based on Attention Augmentation,Papers,A Model for Surface Defect Detection of Industrial Products Based on Attention Augmentation,A Model for Surface Defect Detection of Industrial Products Based on Attention Augmentation,processed,2022,research,,doi:10.1155/2022/9577096,10.1155/2022/9577096,https://doi.org/10.1155/2022/9577096,Papers/Research/2022 - A Model for Surface Defect Detection of Industrial Products Based on Attention Augmentation.md
Papers/Research/2022 - A New Cycle-Consistent Adversarial Networks With Attention Mechanism for Surface Defect Classification With Small Samples,Papers,A New Cycle-consistent Adversarial Networks With Attention Mechanism for Surface Defect Classification With Small Samples,A New Cycle-consistent Adversarial Networks With Attention Mechanism for Surface Defect Classification With Small Samples,processed,2022,research,,doi:10.1109/tii.2022.3168432,10.1109/tii.2022.3168432,https://doi.org/10.1109/TII.2022.3168432,Papers/Research/2022 - A New Cycle-Consistent Adversarial Networks With Attention Mechanism for Surface Defect Classification With Small Samples.md
Papers/Research/2022 - ALGAN Anomaly Detection by Generating Pseudo Anomalous Data via Latent Variables,Papers,ALGAN: Anomaly Detection by Generating Pseudo Anomalous Data via Latent Variables,ALGAN,processed,2022,research,,doi:10.1109/access.2022.3169594,10.1109/access.2022.3169594,https://doi.org/10.1109/access.2022.3169594,Papers/Research/2022 - ALGAN Anomaly Detection by Generating Pseudo Anomalous Data via Latent Variables.md
Papers/Research/2022 - Data Augmentation Method for Fabric Defect Detection,Papers,Data Augmentation Method For Fabric Defect Detection,Data Augmentation Method for Fabric Defect Detection,processed,2022,research,,doi:10.1109/icce-taiwan55306.2022.9869278,10.1109/icce-taiwan55306.2022.9869278,https://doi.org/10.1109/ICCE-TAIWAN55306.2022.9869278,Papers/Research/2022 - Data Augmentation Method for Fabric Defect Detection.md
Papers/Research/2022 - Deep Adversarial Data Augmentation for Fabric Defect Classification With Scarce Defect Data,Papers,Deep Adversarial Data Augmentation for Fabric Defect Classification With Scarce Defect Data,Deep Adversarial Data Augmentation for Fabric Defect Classification With Scarce Defect Data,processed,2022,research,,doi:10.1109/TIM.2022.3185609,10.1109/TIM.2022.3185609,https://doi.org/10.1109/TIM.2022.3185609,Papers/Research/2022 - Deep Adversarial Data Augmentation for Fabric Defect Classification With Scarce Defect Data.md
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Papers,Defect Transfer GAN: Diverse Defect Synthesis for Data Augmentation,Defect Transfer GAN: Diverse Defect Synthesis for Data Augmentation,processed,2022,research,,arxiv:1066.69090,,,Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation.md
Papers/Research/2022 - Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things,Papers,Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things,Fabric Defect Segmentation System Based on a Lightweight GAN for IIoT,processed,2022,research,,doi:10.1155/2022/9680519,10.1155/2022/9680519,https://doi.org/10.1155/2022/9680519,Papers/Research/2022 - Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things.md
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Papers,FDSNet: An Accurate Real-Time Surface Defect Segmentation Network,FDSNet,processed,2022,research,,doi:10.1109/icassp43922.2022.9747311,10.1109/ICASSP43922.2022.9747311,https://doi.org/10.1109/ICASSP43922.2022.9747311,Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network.md
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Papers,Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,processed,2022,research,,sha256:e85d98e581cdcb0cf8dff2af80ab64f86fafa773198c8f1a9589e0c662040b60,10.7717/peerj-cs.992,https://doi.org/10.7717/peerj-cs.992,Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations.md
Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,Papers,Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks | SH-DNN semiconductor visual fault inspection,processed,2022,research,,doi:10.1007/s10845-021-01906-9,10.1007/s10845-021-01906-9,https://doi.org/10.1007/s10845-021-01906-9,Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks.md
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Papers,Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Mask-Guided Generation Method for Industrial Defect Images with Non-uniform Structures,processed,2022,research,,sha256:27c0d2bb7ac86a7e3d89c37e3f14390e978960c475f28bc2f71dd5fe0608a116,10.3390/machines10121239,https://doi.org/10.3390/machines10121239,Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures.md
Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,Papers,MSFT-YOLO: Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,MSFT-YOLO,processed,2022,research,,sha256:71400e99d5a28196dd178421e4cf5112ae8647962db180f9014895b2cdc0715a,10.3390/s22093467,https://doi.org/10.3390/s22093467,Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface.md
Papers/Research/2022 - Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization,Papers,Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization,Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization | NSA,processed,2022,research,,arxiv:2109.15222,,https://arxiv.org/abs/2109.15222,Papers/Research/2022 - Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization.md
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Papers,Procedural synthetic training data generation for AI-based defect detection in industrial surface inspection,Procedural synthetic training data generation for AI-based defect detection,processed,2022,research,,doi:10.1016/j.procir.2022.05.115,10.1016/j.procir.2022.05.115,https://doi.org/10.1016/j.procir.2022.05.115,Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection.md
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Papers,Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,DE-SSD | BA-SSL,processed,2022,research,,sha256:ca9e95ebbc8cb226052e5460e58fff6abd97366c2d621aa507003e040c800220,10.3390/s22207971,https://doi.org/10.3390/s22207971,Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection.md
Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,Papers,SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation | SPD,processed,2022,research,,arxiv:2207.14315,,http://arxiv.org/abs/2207.14315,Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation.md
Papers/Research/2022 - Surface Defect Detection of Heat Sink Based on Lightweight Fully Convolutional Network,Papers,Surface Defect Detection of Heat Sink Based on Lightweight Fully Convolutional Network,GSLU-Net heat sink surface defect detection,processed,2022,research,,doi:10.1109/tim.2022.3188033,10.1109/TIM.2022.3188033,https://doi.org/10.1109/TIM.2022.3188033,Papers/Research/2022 - Surface Defect Detection of Heat Sink Based on Lightweight Fully Convolutional Network.md
Papers/Research/2022 - Synthetic Data Augmentation for Surface Defect Detection and Classification Using Deep Learning,Papers,Synthetic data augmentation for surface defect detection and classification using deep learning,Synthetic data augmentation for surface defect detection and classification using deep learning,processed,2022,research,,doi:10.1007/s10845-020-01710-x,10.1007/s10845-020-01710-x,https://doi.org/10.1007/s10845-020-01710-x,Papers/Research/2022 - Synthetic Data Augmentation for Surface Defect Detection and Classification Using Deep Learning.md
Papers/Research/2022 - Using ISU-GAN for unsupervised small sample defect detection,Papers,Using ISU-GAN for unsupervised small sample defect detection,Using ISU-GAN for unsupervised small sample defect detection,processed,2022,research,,doi:10.1038/s41598-022-15855-7,10.1038/s41598-022-15855-7,https://doi.org/10.1038/s41598-022-15855-7,Papers/Research/2022 - Using ISU-GAN for unsupervised small sample defect detection.md
Papers/Research/2022 - Video-Based Two-Stage Network for Optical Glass Sub-Millimeter Defect Detection,Papers,Video-Based Two-Stage Network for Optical Glass Sub-Millimeter Defect Detection,Video-based two-stage optical glass defect detection,processed,2022,research,,sha256:34655142662b233874e7b22e9a9e5b17391cceb696a41b82f8db75437504204e,10.3390/ai3030033,https://doi.org/10.3390/ai3030033,Papers/Research/2022 - Video-Based Two-Stage Network for Optical Glass Sub-Millimeter Defect Detection.md
Papers/Research/2022 - Wafer Defect Pattern Labeling and Recognition Using Semi-Supervised Learning,Papers,Wafer Defect Pattern Labeling and Recognition Using Semi-Supervised Learning,Wafer Defect Pattern Labeling and Recognition Using Semi-Supervised Learning,processed,2022,research,,doi:10.1109/tsm.2022.3159246,10.1109/TSM.2022.3159246,https://doi.org/10.1109/TSM.2022.3159246,Papers/Research/2022 - Wafer Defect Pattern Labeling and Recognition Using Semi-Supervised Learning.md
